emp_no,first_name,last_name,title,from_date,to_date,hire_date
96112,Raimond,Katzenelson,Engineer,2001-06-07,9999-01-01,1985-12-27
96115,Kazuhiko,Asmuth,Senior Engineer,1999-05-17,9999-01-01,1985-06-05
96118,Lijie,Dechter,Senior Staff,2001-08-06,9999-01-01,1985-11-21
96140,Denny,Miculan,Senior Engineer,1991-06-26,9999-01-01,1985-06-26
96150,Palash,Kavvadias,Engineer,1997-08-17,9999-01-01,1985-02-16
96157,Kwangyoen,Haldar,Senior Staff,1990-10-14,9999-01-01,1985-10-14
96162,Tokuyasu,Dehkordi,Senior Staff,1992-08-31,9999-01-01,1985-08-31
96165,Aamod,Esteva,Senior Engineer,1996-03-17,9999-01-01,1985-07-19
96180,Dinkar,Zhang,Assistant Engineer,1997-01-18,9999-01-01,1985-09-07
96186,Morris,Minakawa,Senior Staff,1993-06-14,9999-01-01,1985-06-14
96207,Sukumar,Spinelli,Senior Staff,1985-07-20,9999-01-01,1985-07-20
96224,Manu,Panienski,Senior Staff,1993-10-06,9999-01-01,1985-10-06
96227,Shimshon,Tibblin,Senior Engineer,1999-06-09,9999-01-01,1985-05-26
96246,Yuping,Badache,Senior Staff,2000-01-28,9999-01-01,1985-02-12
96249,Muneo,Hiyoshi,Senior Staff,1995-08-17,9999-01-01,1985-06-09
96251,Dinkar,Crouzet,Senior Engineer,1989-04-26,9999-01-01,1985-04-16
96254,Susuma,Hofmeyr,Staff,1998-03-08,9999-01-01,1985-12-30
96286,Tadanori,Kusalik,Senior Engineer,1999-08-25,9999-01-01,1985-05-05
96294,Sigeru,Willoner,Engineer,1995-10-07,9999-01-01,1985-07-28
96299,Cullen,Perko,Senior Staff,1990-03-04,9999-01-01,1985-03-04
96305,Yefim,Lunt,Senior Staff,1999-12-19,9999-01-01,1985-03-18
96308,Nigel,Aingworth,Senior Staff,1993-02-02,9999-01-01,1985-02-02
96318,Berhard,Andreotta,Senior Staff,1990-10-23,9999-01-01,1985-10-23
96320,Arve,Karcich,Senior Staff,2002-05-23,9999-01-01,1985-04-17
96324,Alejandro,Bharadwaj,Senior Engineer,1994-05-01,9999-01-01,1985-05-01
96337,Tokuyasu,Mamelak,Staff,1993-12-14,9999-01-01,1985-12-11
96354,Kiyomitsu,Crooks,Senior Staff,1990-12-14,9999-01-01,1985-12-14
96355,Aloke,Bierman,Technique Leader,1985-02-07,9999-01-01,1985-02-07
96362,Hongzue,Sichman,Staff,1996-08-13,9999-01-01,1985-11-02
96376,Sachio,Stassinopoulos,Technique Leader,1985-09-20,9999-01-01,1985-09-20
96413,Ramzi,Jording,Senior Engineer,1995-04-18,9999-01-01,1985-04-18
96416,Gennady,Kumaresan,Senior Engineer,1989-09-03,9999-01-01,1985-02-05
96440,Guangming,Skogmar,Senior Staff,2001-11-23,9999-01-01,1985-07-18
96445,Berthier,Kugler,Senior Engineer,1994-12-11,9999-01-01,1985-12-11
96490,Kannan,Lunt,Senior Staff,1991-08-26,9999-01-01,1985-08-26
96493,Xiaopeng,Crooks,Staff,1998-07-16,9999-01-01,1985-04-16
96498,Adam,Guerreiro,Senior Staff,1994-11-08,9999-01-01,1985-03-29
96503,Christfried,Middleton,Senior Engineer,1985-06-15,9999-01-01,1985-06-15
96511,Janalee,Lanphier,Senior Staff,1991-02-20,9999-01-01,1985-02-20
96521,Gro,Imataki,Senior Staff,1993-11-18,9999-01-01,1985-11-18
96524,George,Brodie,Technique Leader,1985-12-10,9999-01-01,1985-12-10
96528,Froduald,Serdy,Staff,1998-05-07,9999-01-01,1985-05-29
96548,Arve,Reutenauer,Senior Engineer,1997-12-20,9999-01-01,1985-02-05
96552,Guenter,Hofstetter,Senior Staff,1993-12-08,9999-01-01,1985-12-08
96556,Guttorm,Penn,Senior Staff,1992-10-19,9999-01-01,1985-10-19
96560,Parto,Kushner,Engineer,1998-04-19,9999-01-01,1985-03-15
96568,Boriana,Fabrizio,Senior Engineer,1999-05-19,9999-01-01,1985-03-03
96575,Sajjad,Meszaros,Senior Staff,1993-12-01,9999-01-01,1985-12-07
96576,Huiqun,Rosay,Senior Engineer,1993-02-17,9999-01-01,1985-02-17
96587,Yaghout,Kobara,Senior Engineer,1993-12-11,9999-01-01,1985-12-11
96609,Bowen,Kemmerer,Senior Engineer,1992-04-20,9999-01-01,1985-04-20
96611,Chinho,Teitelbaum,Senior Engineer,1990-10-05,9999-01-01,1985-10-05
96617,Shirish,Peak,Senior Staff,1999-02-02,9999-01-01,1985-04-16
96634,Hidekazu,Validov,Senior Staff,1995-07-29,9999-01-01,1985-09-15
96648,Josyula,Perez,Senior Staff,2001-08-08,9999-01-01,1985-10-05
96652,Zhonghua,Senzako,Senior Staff,1986-06-25,9999-01-01,1985-04-19
96656,Sariel,Smeets,Senior Engineer,2001-09-28,9999-01-01,1985-09-28
96669,Zhenbing,Ferretti,Senior Staff,1985-03-28,9999-01-01,1985-03-28
96693,Diederik,Pettis,Senior Engineer,2001-09-09,9999-01-01,1985-10-05
96705,Janche,Lienhardt,Technique Leader,1988-10-15,9999-01-01,1985-06-03
96724,Kyoichi,Litzler,Senior Engineer,1988-09-19,9999-01-01,1985-03-13
96735,Zejun,Conti,Senior Engineer,1997-05-15,9999-01-01,1985-11-14
96767,Arumugam,Vecchio,Senior Engineer,1992-08-14,9999-01-01,1985-08-14
96769,Arun,Parascandalo,Senior Staff,1991-06-22,9999-01-01,1985-06-22
96781,Adil,Akaboshi,Senior Engineer,1990-07-30,9999-01-01,1985-07-30
96847,Shigehiro,Demos,Senior Staff,1994-05-30,9999-01-01,1985-07-30
96850,Visit,Picco,Senior Staff,1993-10-01,9999-01-01,1985-06-02
96851,Kensei,Malabarba,Assistant Engineer,1997-11-30,9999-01-01,1985-09-02
96853,Maha,Rissanen,Senior Engineer,1992-07-13,9999-01-01,1985-07-13
96860,Weiyi,Bain,Senior Staff,1992-01-23,9999-01-01,1985-06-14
96865,Josyula,Ulupinar,Senior Engineer,1994-12-25,9999-01-01,1985-12-25
96897,Xiaobin,Willoner,Senior Engineer,2001-04-19,9999-01-01,1985-05-26
96910,Demin,Antonakopoulos,Engineer,1996-05-19,9999-01-01,1985-09-18
96919,Khaled,Granlund,Senior Staff,1990-03-10,9999-01-01,1985-03-10
96957,Odoardo,Lindenbaum,Senior Staff,1985-07-30,9999-01-01,1985-07-30
96958,Shaowen,Shihab,Senior Staff,1985-05-20,9999-01-01,1985-05-20
96984,Akemi,Erni,Senior Staff,1997-02-01,9999-01-01,1985-10-01
96989,Youpyo,Shobatake,Senior Staff,1993-11-11,9999-01-01,1985-11-11
97003,Mostafa,Takkinen,Senior Engineer,1994-10-08,9999-01-01,1985-10-08
97015,Snehasis,Asser,Senior Engineer,1991-12-20,9999-01-01,1985-12-20
97021,Ramzi,Andreotta,Senior Engineer,1986-06-01,9999-01-01,1985-10-26
97034,Harngdar,Rando,Senior Staff,1993-02-09,9999-01-01,1985-03-26
97049,Fumiko,Improta,Senior Staff,1994-12-22,9999-01-01,1985-12-22
97090,Bartek,Camurati,Senior Staff,1992-10-09,9999-01-01,1985-10-09
97113,Hatim,Babb,Senior Staff,1996-10-27,9999-01-01,1985-12-27
97114,Paraskevi,Monkewich,Senior Engineer,1994-04-07,9999-01-01,1985-04-07
97122,Yoshinari,Cullers,Senior Staff,2001-11-27,9999-01-01,1985-08-26
97126,Nitsan,Heyers,Senior Engineer,1998-08-10,9999-01-01,1985-04-28
97141,Shaowei,Jording,Senior Engineer,1998-07-29,9999-01-01,1985-03-14
97150,Thodoros,Lipner,Senior Staff,1994-03-04,9999-01-01,1985-03-04
97155,Mikhail,Beidas,Senior Staff,1994-02-02,9999-01-01,1985-07-26
97169,Przemyslawa,Strehl,Senior Staff,1992-03-05,9999-01-01,1985-03-05
97174,Tamiya,Bierbaum,Technique Leader,1994-05-07,9999-01-01,1985-12-30
97198,Stamatina,Aumann,Senior Engineer,1990-02-21,9999-01-01,1985-02-21
97216,Suvo,Waschkowski,Senior Staff,2001-01-08,9999-01-01,1985-03-15
97217,Eishiro,Cardazo,Senior Engineer,1994-03-09,9999-01-01,1985-03-09
97223,Zejun,Wuwongse,Senior Staff,1994-04-14,9999-01-01,1985-04-14
97224,Giap,Polupanov,Senior Engineer,1993-06-17,9999-01-01,1985-06-17
97237,Shuky,Marsiglia,Senior Staff,1991-02-07,9999-01-01,1985-04-06
97240,Yongmin,Krogh,Staff,1997-01-22,9999-01-01,1985-04-04
97241,Maik,Decaestecker,Senior Engineer,1994-05-29,9999-01-01,1985-05-29
97245,Vivian,Broomell,Senior Engineer,2000-06-15,9999-01-01,1985-07-16
97253,Stella,Pellegrinelli,Senior Staff,1990-12-08,9999-01-01,1985-12-08
97267,Sarita,Skrikant,Senior Engineer,1987-12-06,9999-01-01,1985-12-24
97268,Marko,Hettesheimer,Engineer,1998-05-05,9999-01-01,1985-03-29
97275,Jiakeng,Kemmerer,Senior Staff,1993-12-30,9999-01-01,1985-12-30
97284,Halsur,Rothe,Senior Engineer,1995-01-11,9999-01-01,1985-11-29
97287,Chanjung,Rajala,Senior Engineer,1997-03-09,9999-01-01,1985-07-10
97299,Maya,Tyugu,Staff,1997-05-19,9999-01-01,1985-12-17
97332,Sadun,Hasenauer,Staff,2000-01-05,9999-01-01,1985-06-20
97354,Piyush,Werthner,Engineer,1996-12-12,9999-01-01,1985-12-01
97411,Stepehn,Narwekar,Senior Staff,1991-11-16,9999-01-01,1985-11-16
97424,Jaana,Beznosov,Senior Staff,1992-05-17,9999-01-01,1985-05-17
97428,Rildo,Sankaranarayanan,Senior Engineer,1993-10-08,9999-01-01,1985-04-16
97432,Karlis,Marciano,Senior Staff,1997-08-14,9999-01-01,1985-10-24
97436,Chriss,Taubman,Staff,1999-06-02,9999-01-01,1985-07-23
97453,Jiang,Baaz,Senior Engineer,1991-07-01,9999-01-01,1985-07-01
97457,Geraldo,Lichtman,Senior Staff,1999-03-15,9999-01-01,1985-10-30
97479,Xinan,Pagter,Senior Engineer,1991-02-14,9999-01-01,1985-02-14
97525,Shih,Krider,Technique Leader,1985-03-03,9999-01-01,1985-03-03
97543,Phule,Stanfel,Senior Engineer,1994-10-14,9999-01-01,1985-10-14
97547,Sergi,Kusakabe,Senior Engineer,2002-05-27,9999-01-01,1985-04-09
97556,Kousuke,Hellwagner,Engineer,1998-08-23,9999-01-01,1985-07-23
97571,Guoxiang,Itzigehl,Senior Engineer,2001-12-02,9999-01-01,1985-02-25
97574,Zeljko,Conry,Senior Engineer,1992-12-12,9999-01-01,1985-12-12
97577,Masato,Perna,Senior Staff,1995-01-24,9999-01-01,1985-02-17
97590,Ravishankar,Coorg,Senior Staff,1991-02-25,9999-01-01,1985-08-07
97625,Uta,Riesenhuber,Technique Leader,1985-07-04,9999-01-01,1985-07-04
97638,Ramzi,Feldmann,Engineer,1997-09-10,9999-01-01,1985-02-13
97642,Seongbin,Kushnir,Senior Engineer,1993-11-28,9999-01-01,1985-11-28
97660,Mantis,Pramanik,Senior Staff,1992-05-05,9999-01-01,1985-05-05
97672,Niteen,Murrill,Senior Staff,1990-11-07,9999-01-01,1985-11-07
97677,Taegyun,Poulakidas,Senior Staff,1998-11-06,9999-01-01,1985-07-09
97678,Masoud,Billingsley,Senior Engineer,1990-12-22,9999-01-01,1985-12-22
97682,Alejandra,Gulik,Senior Staff,1990-07-05,9999-01-01,1985-07-05
97715,Shmuel,Wiegley,Senior Staff,1994-05-11,9999-01-01,1985-08-08
97732,Sukumar,Krzyzanowski,Senior Engineer,1985-03-13,9999-01-01,1985-03-13
97737,Ung,Fritzsche,Senior Engineer,1994-10-24,9999-01-01,1985-10-24
97740,Stevo,Bernardinello,Senior Staff,1991-08-22,9999-01-01,1985-08-22
97751,Uwe,Pollacia,Senior Staff,1998-02-08,9999-01-01,1985-05-13
97759,Tsvetan,Keohane,Senior Engineer,1999-06-05,9999-01-01,1985-04-30
97770,Horward,Keustermans,Senior Staff,1992-07-28,9999-01-01,1985-07-28
97827,Tommaso,Kalloufi,Senior Engineer,1997-08-09,9999-01-01,1985-08-10
97834,Ronnie,Swab,Senior Staff,1990-09-12,9999-01-01,1985-09-12
97836,Tremaine,Hartvigsen,Senior Staff,1997-08-21,9999-01-01,1985-07-28
97861,Frazer,Clouatre,Technique Leader,1985-07-06,9999-01-01,1985-07-06
97862,Seshu,Luck,Senior Staff,1994-09-07,9999-01-01,1985-04-27
97874,Mabhin,Eterovic,Senior Engineer,1985-07-28,9999-01-01,1985-07-28
97876,Uinam,Simkin,Staff,1999-04-27,9999-01-01,1985-02-07
97880,Babette,Benzmuller,Senior Engineer,1995-12-16,9999-01-01,1985-06-24
97885,Seshu,Edelhoff,Senior Staff,1994-12-17,9999-01-01,1985-12-17
97886,Mario,Chartres,Assistant Engineer,1999-03-08,9999-01-01,1985-09-17
97921,Marie,Wendorf,Technique Leader,1985-12-15,9999-01-01,1985-12-15
97932,Doowon,Brender,Senior Staff,1996-08-23,9999-01-01,1985-10-03
97941,Kazuhiko,Miake,Senior Engineer,1985-12-30,9999-01-01,1985-12-30
97944,Martijn,Bail,Senior Engineer,1992-02-16,9999-01-01,1985-02-15
97948,Henk,Geffroy,Senior Staff,1985-09-03,9999-01-01,1985-09-03
97964,Christoph,Coors,Senior Engineer,1985-07-01,9999-01-01,1985-07-01
97985,Dekang,Botman,Senior Engineer,1985-05-01,9999-01-01,1985-05-01
98000,Vitali,Fabrizio,Technique Leader,1985-12-11,9999-01-01,1985-12-11
98002,Halsur,Munoz,Senior Staff,1991-12-28,9999-01-01,1985-12-28
98006,Lenore,Bamford,Senior Staff,1991-02-16,9999-01-01,1985-02-16
98017,Sachio,Gils,Senior Staff,1991-05-21,9999-01-01,1985-05-21
98018,Yongdong,Pileggi,Staff,1995-03-08,9999-01-01,1985-02-01
98039,Josyula,Nitsche,Senior Engineer,1999-01-19,9999-01-01,1985-07-15
98045,Teiji,Setia,Senior Staff,1994-03-28,9999-01-01,1985-03-28
98051,Vivian,Mondadori,Senior Engineer,1991-06-21,9999-01-01,1985-06-21
98052,JoAnne,Binding,Engineer,2000-01-24,9999-01-01,1985-12-17
98054,Berry,Conry,Senior Engineer,1985-09-18,9999-01-01,1985-09-18
98061,Breannda,Sundgren,Senior Engineer,1994-02-12,9999-01-01,1985-02-12
98068,Berry,Poupard,Senior Engineer,1985-09-10,9999-01-01,1985-09-10
98103,Tristan,Marwedel,Senior Engineer,1997-02-18,9999-01-01,1985-02-19
98114,Masato,Marchegay,Senior Engineer,1993-11-20,9999-01-01,1985-11-20
98137,Suebskul,Muchinsky,Senior Engineer,1993-11-04,9999-01-01,1985-11-04
98166,Gudjon,Docker,Senior Engineer,1988-01-24,9999-01-01,1985-12-08
98186,Sreekrishna,Janetzko,Senior Engineer,1985-12-01,9999-01-01,1985-12-01
98192,Sumali,Murtagh,Senior Engineer,1993-02-10,9999-01-01,1985-06-14
98195,Xiaoheng,Hutton,Engineer,1997-02-23,9999-01-01,1985-04-02
98198,Eckart,Birge,Senior Staff,1994-07-12,9999-01-01,1985-06-05
98202,Hatim,Narahara,Senior Engineer,1995-09-29,9999-01-01,1985-09-22
98213,Bangqing,Guerreiro,Senior Staff,1985-08-15,9999-01-01,1985-08-15
98217,Angel,Matzel,Senior Engineer,1986-03-28,9999-01-01,1985-04-08
98219,Ebru,Benantar,Staff,1995-02-08,9999-01-01,1985-10-28
98223,Kristina,Avouris,Senior Staff,1985-09-13,9999-01-01,1985-09-13
98224,Leandro,Stentiford,Senior Staff,1985-02-13,9999-01-01,1985-02-13
98231,Kasturi,Delgrange,Senior Engineer,2001-07-19,9999-01-01,1985-07-19
98232,Takanari,Bridgland,Senior Engineer,1994-04-04,9999-01-01,1985-04-04
98233,Hausi,Trogemann,Senior Staff,1985-02-19,9999-01-01,1985-02-19
98240,Martien,Stifter,Senior Staff,1993-06-05,9999-01-01,1985-06-05
98247,Shakhar,Skafidas,Senior Engineer,1999-11-04,9999-01-01,1985-04-21
98253,Pragnesh,Homond,Senior Engineer,1998-06-21,9999-01-01,1985-06-19
98270,Kinh,Kawashimo,Senior Staff,2001-03-21,9999-01-01,1985-09-25
98291,Shin,Legleitner,Engineer,1996-05-21,9999-01-01,1985-12-16
98304,Heather,Shanbhogue,Senior Staff,1990-11-18,9999-01-01,1985-11-18
98306,Ziya,Kadhim,Senior Engineer,1995-11-02,9999-01-01,1985-02-16
98321,Mariusz,Delaune,Senior Engineer,1990-11-27,9999-01-01,1985-11-27
98328,Ronnie,Goldhammer,Technique Leader,1989-12-18,9999-01-01,1985-09-26
98351,Florina,Setia,Senior Staff,1993-02-02,9999-01-01,1985-02-02
98354,Goncalo,Vingron,Senior Staff,1985-11-09,9999-01-01,1985-11-09
98358,Basim,Aingworth,Senior Engineer,1992-12-26,9999-01-01,1985-12-26
98379,Koldo,Alvarado,Senior Engineer,1994-08-30,9999-01-01,1985-08-30
98409,Akeno,Perelgut,Senior Engineer,1985-04-13,9999-01-01,1985-04-13
98430,Fay,Langford,Senior Engineer,1994-05-16,9999-01-01,1985-05-16
98432,Luerbio,Undy,Senior Engineer,1995-08-27,9999-01-01,1985-08-11
98435,Jongsuk,Schauser,Senior Engineer,1999-06-07,9999-01-01,1985-10-03
98436,Akeel,Khalid,Senior Engineer,1991-05-15,9999-01-01,1985-05-15
98444,Arra,Lubachevsky,Senior Staff,1985-11-06,9999-01-01,1985-11-06
98450,Lansing,Kitai,Senior Engineer,1985-06-09,9999-01-01,1985-05-20
98454,Arnould,Akiyama,Senior Staff,1990-09-24,9999-01-01,1985-09-24
98457,Bezalel,Standera,Senior Staff,1985-08-28,9999-01-01,1985-08-28
98475,Mariusz,Kinley,Senior Staff,1991-11-24,9999-01-01,1985-11-24
98477,Utz,Braunmuhl,Senior Staff,2001-08-15,9999-01-01,1985-10-13
98478,Baruch,Heystek,Senior Engineer,1985-03-22,9999-01-01,1985-03-22
98482,Yuguang,Muchinsky,Senior Staff,1991-06-01,9999-01-01,1985-06-01
98487,Gill,Spataro,Senior Staff,1990-06-03,9999-01-01,1985-06-03
98495,Duke,Showalter,Senior Staff,1994-04-23,9999-01-01,1985-04-23
98498,Leandro,Heijenga,Engineer,1997-10-14,9999-01-01,1985-08-01
98511,Demos,Kropf,Engineer,1996-12-19,9999-01-01,1985-05-07
98518,Gad,Rahimi,Senior Engineer,2001-01-21,9999-01-01,1985-09-21
98540,Constantino,Dusink,Engineer,1999-07-09,9999-01-01,1985-08-21
98542,Xiahua,Lipner,Senior Staff,1997-01-13,9999-01-01,1985-07-17
98549,Prodip,Landherr,Senior Staff,1998-06-06,9999-01-01,1985-07-28
98572,Clyde,Bugaenko,Senior Staff,1994-04-06,9999-01-01,1985-04-06
98580,Irene,Otillio,Senior Staff,1994-05-11,9999-01-01,1985-05-11
98593,Owen,Falck,Senior Staff,1989-01-14,9999-01-01,1985-07-01
98594,Eldridge,Kruskal,Engineer,2000-01-25,9999-01-01,1985-08-12
98597,Anestis,Schiper,Technique Leader,1985-04-25,9999-01-01,1985-04-25
98602,Lucien,Kroha,Senior Engineer,1985-08-01,9999-01-01,1985-08-01
98620,Sampalli,Engelmann,Engineer,1997-10-12,9999-01-01,1985-03-30
98627,Kamakshi,Giveon,Senior Engineer,1999-09-01,9999-01-01,1985-08-04
98628,Radhika,Bahl,Senior Engineer,1997-06-06,9999-01-01,1985-07-28
98636,Kannan,Mahnke,Senior Engineer,2001-08-13,9999-01-01,1985-02-01
98648,Stevo,Backhouse,Staff,1998-04-14,9999-01-01,1985-02-14
98654,Irene,Farrow,Senior Engineer,1993-09-07,9999-01-01,1985-09-07
98663,Serenella,Segond,Senior Staff,1995-10-21,9999-01-01,1985-07-14
98682,Naraig,Parhami,Senior Staff,1998-10-28,9999-01-01,1985-06-16
98699,Karsten,Koyama,Senior Staff,1993-03-16,9999-01-01,1985-03-16
98712,Renny,Chandrasekhar,Senior Staff,1985-08-26,9999-01-01,1985-08-26
98717,Chenyi,Oaver,Staff,1998-03-02,9999-01-01,1985-03-22
98723,Mrinalini,Moehrke,Senior Engineer,1992-04-01,9999-01-01,1985-04-01
98726,Ronnie,Pargaonkar,Senior Engineer,1985-05-21,9999-01-01,1985-05-21
98731,Martina,Lundstrom,Senior Staff,1990-09-14,9999-01-01,1985-09-14
98745,Zhanqiu,Kitsuregawa,Senior Engineer,1985-10-24,9999-01-01,1985-10-24
98748,Khatoun,Rattan,Senior Engineer,1995-12-20,9999-01-01,1985-11-26
98751,Jacqueline,Syang,Engineer,1997-11-19,9999-01-01,1985-04-29
98783,Srinidhi,Azulay,Senior Engineer,1997-09-30,9999-01-01,1985-10-01
98786,Kiyokazu,Wiegley,Senior Engineer,1993-11-15,9999-01-01,1985-11-15
98787,Haldun,Demke,Technique Leader,1996-08-10,9999-01-01,1985-11-19
98795,Pasqua,Hertweck,Senior Staff,1991-09-28,9999-01-01,1985-09-28
98813,Surveyors,Peck,Senior Engineer,1993-11-13,9999-01-01,1985-03-23
98829,Claude,Kragelund,Senior Engineer,1998-02-08,9999-01-01,1985-03-21
98831,Rutger,Munke,Staff,1998-01-13,9999-01-01,1985-07-10
98835,Aksel,Thummel,Senior Engineer,2001-06-09,9999-01-01,1985-06-21
98838,Kazuhito,Deville,Senior Engineer,1994-03-05,9999-01-01,1985-04-30
98847,Toshimori,Brookman,Senior Staff,1985-06-10,9999-01-01,1985-06-10
98852,Arno,Rissland,Engineer,1997-08-12,9999-01-01,1985-10-20
98858,Pradeep,Docker,Senior Staff,1992-05-23,9999-01-01,1985-05-23
98861,George,Bellmore,Senior Staff,1991-06-20,9999-01-01,1985-06-20
98868,Berni,Serra,Senior Engineer,1992-03-14,9999-01-01,1985-03-14
98883,Shai,Snedden,Senior Staff,1992-09-11,9999-01-01,1985-09-11
98894,Marjo,Zschoche,Senior Staff,1992-06-30,9999-01-01,1985-06-05
98901,Sivanarayana,Lorie,Senior Engineer,1995-03-08,9999-01-01,1985-12-15
98905,Nikolaos,Negoita,Senior Engineer,1985-09-13,9999-01-01,1985-09-13
98906,Xinglin,Serdy,Senior Staff,1991-02-26,9999-01-01,1985-02-26
98922,Djenana,Heijenga,Senior Engineer,1994-11-01,9999-01-01,1985-11-01
98938,Eberhardt,Frezza,Senior Engineer,1998-06-25,9999-01-01,1985-12-04
98939,Genta,Oaver,Senior Staff,2001-10-23,9999-01-01,1985-03-21
98952,Gian,Picci,Senior Staff,1994-09-27,9999-01-01,1985-09-27
98980,Zsolt,Brandsma,Senior Staff,1993-07-21,9999-01-01,1985-07-21
98987,Dipayan,Suermann,Senior Engineer,1992-09-13,9999-01-01,1985-09-13
98993,Ronghao,Apsitis,Senior Engineer,1992-07-15,9999-01-01,1985-07-01
98996,Parke,Kalloufi,Staff,1998-06-25,9999-01-01,1985-07-28
99014,Adly,Siprelle,Senior Staff,1991-12-11,9999-01-01,1985-12-11
99020,Lihong,Benantar,Senior Engineer,1995-10-08,9999-01-01,1985-10-08
99039,Kerhong,Tempesti,Senior Engineer,1994-06-20,9999-01-01,1985-06-20
99050,Stevo,Krichel,Senior Staff,1997-06-10,9999-01-01,1985-04-18
99064,Marin,Trogemann,Senior Staff,2000-09-28,9999-01-01,1985-06-30
99066,Mariusz,Ghalwash,Senior Staff,1994-07-13,9999-01-01,1985-09-15
99082,Jaihie,Chinin,Senior Staff,1996-05-25,9999-01-01,1985-09-08
99084,Rildo,Ramalingam,Senior Engineer,1985-07-25,9999-01-01,1985-07-25
99092,Abdelaziz,Marsiglia,Senior Staff,1996-06-25,9999-01-01,1985-09-05
99097,Toshiki,Munawer,Senior Engineer,1994-04-19,9999-01-01,1985-03-30
99113,Ramalingam,Speel,Senior Staff,1995-04-22,9999-01-01,1985-08-27
99118,Vasilii,Luke,Senior Engineer,2001-11-16,9999-01-01,1985-10-14
99131,Yonghoan,Huxford,Senior Engineer,1995-05-21,9999-01-01,1985-07-09
99136,Jianwen,Sudkamp,Senior Engineer,1990-11-07,9999-01-01,1985-11-07
99152,Toshimori,Coney,Technique Leader,1985-11-14,9999-01-01,1985-11-14
99153,Maik,Montresor,Senior Engineer,1993-06-06,9999-01-01,1985-05-25
99157,Aiichiro,Adachi,Senior Staff,1993-05-11,9999-01-01,1985-05-11
99180,Zeljko,Sommen,Senior Engineer,1991-03-31,9999-01-01,1985-03-31
99185,Ravishankar,Conte,Staff,1996-09-30,9999-01-01,1985-02-16
99186,Danel,Gide,Senior Engineer,1999-05-19,9999-01-01,1985-09-18
99210,Irene,Morrin,Senior Engineer,1991-05-19,9999-01-01,1985-05-19
99230,Tamiya,Perz,Engineer,1996-07-23,9999-01-01,1985-04-19
99232,Xiping,Cunliffe,Senior Staff,1994-11-19,9999-01-01,1985-07-07
99235,Chaosheng,Stemann,Senior Staff,1996-04-05,9999-01-01,1985-04-18
99245,Oldrich,Capobianchi,Senior Engineer,1997-04-27,9999-01-01,1985-08-09
99262,Munir,Rajcani,Senior Staff,1998-11-01,9999-01-01,1985-03-06
99274,Taizo,Schurmann,Senior Engineer,1985-06-14,9999-01-01,1985-05-06
99279,Jouni,Herbst,Senior Staff,1991-12-18,9999-01-01,1985-04-09
99286,Hauke,Sridhar,Senior Staff,1994-08-25,9999-01-01,1985-02-07
99310,Shigenori,Herber,Senior Staff,1995-11-06,9999-01-01,1985-07-14
99313,Masasuke,Caine,Senior Staff,1991-04-02,9999-01-01,1985-04-02
99328,Gro,Back,Staff,1998-09-30,9999-01-01,1985-12-04
99334,Rasiah,McConalogue,Senior Staff,1992-03-27,9999-01-01,1985-03-27
99347,Aiichiro,Pargas,Senior Engineer,1999-05-04,9999-01-01,1985-10-11
99349,Irene,Versino,Senior Staff,1993-03-21,9999-01-01,1985-03-21
99355,Rasikan,Swiss,Senior Engineer,1986-01-02,9999-01-01,1985-07-04
99371,Tokuyasu,Vuskovic,Senior Engineer,1991-11-17,9999-01-01,1985-11-17
99373,Xiaobin,Christianini,Senior Staff,1991-12-25,9999-01-01,1985-12-25
99382,Kasidit,Masada,Senior Staff,1993-08-15,9999-01-01,1985-08-15
99390,Cristinel,Potthoff,Senior Engineer,2000-03-17,9999-01-01,1985-10-16
99400,Hitomi,Decaestecker,Senior Staff,1994-09-20,9999-01-01,1985-09-20
99414,Guadalupe,Hatcliff,Senior Engineer,1985-03-10,9999-01-01,1985-03-10
99424,Gay,Frolund,Engineer,1998-06-11,9999-01-01,1985-11-18
99449,Ebru,Schauser,Senior Staff,1992-10-21,9999-01-01,1985-10-21
99466,Margo,Schusler,Senior Engineer,1991-07-27,9999-01-01,1985-07-27
99475,Rance,Bugrara,Senior Engineer,1990-06-23,9999-01-01,1985-06-23
99477,Yoshimitsu,Rousseau,Engineer,1998-07-06,9999-01-01,1985-07-03
99501,Djenana,Scharstein,Senior Engineer,1999-06-27,9999-01-01,1985-06-25
99520,Eran,Copas,Senior Engineer,2000-02-02,9999-01-01,1985-11-03
99544,Irene,Petersohn,Engineer,1999-02-22,9999-01-01,1985-08-25
99548,Licheng,Stanger,Staff,1996-05-10,9999-01-01,1985-08-15
99551,Hisao,Bondorf,Senior Staff,1996-12-16,9999-01-01,1985-03-27
99565,Lijie,Bahk,Senior Staff,1991-04-27,9999-01-01,1985-09-06
99567,Christfried,Oberman,Assistant Engineer,1996-06-01,9999-01-01,1985-08-25
99593,Angel,Peek,Senior Engineer,2001-01-27,9999-01-01,1985-02-23
99604,Radhia,Nergos,Senior Engineer,1991-08-30,9999-01-01,1985-08-30
