emp_no,first_name,last_name,title,from_date,to_date,salary
485253,Gladys,Parhami,Senior Staff,1996-07-20,9999-01-01,53582
485489,Keiichiro,Armand,Senior Engineer,1996-12-13,9999-01-01,55395
485577,Rafael,Menhoudj,Senior Engineer,1997-04-27,9999-01-01,40000
485579,Munehiro,Iwayama,Senior Engineer,1992-12-15,9999-01-01,44117
485799,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,9999-01-01,40000
485817,Mahmut,Bolotov,Engineer,1995-01-10,9999-01-01,51242
486068,Yefim,Bernardeschi,Senior Staff,2001-06-26,9999-01-01,54089
486808,Geoffrey,Siochi,Senior Engineer,1998-12-27,9999-01-01,40000
486918,Yagil,Remmers,Senior Staff,1994-11-01,9999-01-01,51627
486955,Jaber,Feldmann,Engineer,1997-05-23,1998-08-05,44971
486956,Matt,Ruemmler,Engineer,1993-10-14,9999-01-01,63351
486958,Tonny,Kropf,Senior Engineer,1992-07-29,9999-01-01,45160
487008,Zhigen,Raney,Senior Staff,1993-05-26,9999-01-01,73387
487505,Uno,Jayawardene,Senior Staff,1993-11-01,9999-01-01,57439
487856,Jaewon,Mansanne,Engineer,1999-05-22,2000-04-29,41527
487988,Ekawit,Schaft,Senior Staff,1999-05-20,9999-01-01,40000
488095,Francoise,Hegner,Senior Staff,1997-12-23,9999-01-01,40000
488115,Leah,Luke,Assistant Engineer,1995-08-23,1995-09-27,40000
488142,Denis,Narlikar,Senior Staff,1997-06-30,9999-01-01,40612
488414,Changho,Gaughan,Engineer,1987-06-21,1991-07-13,40000
488482,Kensyu,Tsunoo,Engineer,1999-12-05,9999-01-01,44477
488540,Breannda,Maquelin,Senior Staff,1996-04-12,9999-01-01,88346
488619,Georgy,Bennis,Engineer,1998-04-11,9999-01-01,58714
488632,Irena,Baalen,Staff,1999-11-22,2001-02-10,54565
488693,Jiong,Zultner,Senior Engineer,1993-03-10,9999-01-01,40000
488707,Mihalis,Remmers,Senior Staff,1996-02-29,9999-01-01,61980
488752,Nimmagadda,Baja,Senior Staff,2002-02-09,9999-01-01,44935
488788,Wuxu,Garigliano,Senior Staff,1997-09-21,9999-01-01,55528
488984,Kendra,Junet,Senior Staff,1993-02-28,9999-01-01,68524
489465,Bogdan,Pepe,Engineer,1995-02-15,1998-11-06,40000
489755,Matk,Chorvat,Senior Staff,2000-12-29,9999-01-01,50263
489756,Kersti,Miculan,Senior Staff,1999-06-10,9999-01-01,74625
489928,Satoru,Janetzko,Assistant Engineer,1997-07-26,9999-01-01,43680
490240,Kazunori,Orlowska,Staff,1996-06-18,2000-10-26,65404
490551,Lalit,Lindqvist,Engineer,1998-11-07,9999-01-01,52602
490557,Luise,Vigier,Senior Engineer,2001-07-01,9999-01-01,45888
490568,Zita,Reistad,Senior Engineer,1998-07-23,9999-01-01,58375
490720,Younwoo,Samarati,Senior Engineer,1996-08-19,9999-01-01,57642
491079,Kwangsub,Keirsey,Senior Engineer,1992-02-04,9999-01-01,47638
491162,Panayotis,Hempstead,Senior Engineer,1994-08-29,9999-01-01,55743
491478,Gill,Varman,Senior Staff,1996-06-18,9999-01-01,50787
491494,Saniya,Broomell,Staff,1992-08-04,1997-09-02,66990
491596,Charmane,Pargas,Senior Engineer,1993-07-29,9999-01-01,40000
491632,Gadiel,Perly,Senior Staff,1994-10-20,9999-01-01,75387
492000,Valeska,Cools,Senior Staff,1999-12-16,9999-01-01,40000
492052,Udo,Ratnakar,Staff,1999-11-30,9999-01-01,53754
492217,Heekeun,Verhaegen,Senior Engineer,1991-09-28,9999-01-01,43116
492639,Sanjoy,Porenta,Engineer,1997-07-10,9999-01-01,63732
492677,Goetz,McAffer,Senior Engineer,1994-02-04,9999-01-01,57772
493031,Hironoby,Jakobus,Senior Staff,1996-07-29,9999-01-01,58953
493048,Muzhong,Berztiss,Senior Staff,2001-01-22,9999-01-01,87744
493096,Sachem,Msuda,Engineer,1995-04-07,9999-01-01,54424
493278,Shaleah,Pileggi,Engineer,1999-02-10,1999-10-30,40000
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,9999-01-01,40000
494019,Morrie,Iisaku,Senior Staff,1999-05-06,9999-01-01,65241
494088,Phule,Dahlbom,Senior Engineer,1997-02-06,9999-01-01,53267
494493,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01,96959
494978,Bezalel,Himler,Staff,1999-07-09,2002-06-12,50846
494995,Yongmao,Pouyioutas,Senior Staff,1996-08-24,9999-01-01,61003
495969,Geoffrey,Panienski,Senior Engineer,1995-11-29,1998-06-07,40000
496100,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01,40197
496970,Giordano,Maquelin,Senior Engineer,1999-12-31,9999-01-01,58910
496978,Danco,Debuse,Senior Staff,1998-09-10,9999-01-01,74289
497007,Oldrich,Adachi,Senior Engineer,2002-04-03,9999-01-01,42380
497174,Sanjiv,Bressoud,Senior Engineer,1998-04-27,9999-01-01,45255
497340,Fayez,Keohane,Senior Staff,1990-09-19,9999-01-01,62550
497391,Paris,Lieblein,Engineer,1999-05-19,9999-01-01,74583
497409,Reinhard,Erde,Engineer,1992-12-04,1996-03-13,40000
497660,Gritta,Petereit,Senior Engineer,1985-04-06,1994-09-05,50669
497835,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01,40000
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,9999-01-01,40000
498337,Naraig,Docker,Staff,1997-05-17,9999-01-01,65293
498456,Geraldo,Gerteisen,Senior Staff,1993-06-04,9999-01-01,40000
498635,Florian,Pezzoli,Senior Staff,1997-07-22,9999-01-01,43577
498838,Sanjay,Ciolek,Senior Staff,1998-12-13,9999-01-01,40000
498845,Arumugam,Pelc,Senior Engineer,1999-11-13,9999-01-01,40000
498955,Nechama,Kandlur,Senior Engineer,2002-01-16,9999-01-01,52314
499160,Urs,Rande,Staff,1990-01-25,1991-03-01,40000
499194,Padma,Delgrange,Senior Staff,1998-01-02,9999-01-01,61589
499260,Danae,Honglei,Engineer,1998-09-14,9999-01-01,40000
499495,Baoqiu,Kakkar,Engineer,1999-08-30,9999-01-01,40000
